service/carts/qps(2xx),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
service/carts/latency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
service/catalogue/qps(2xx),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
service/catalogue/latency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009281048786938806,0.001041045987181466,0.001349616872467263,0.0014247445814107307,0.0015112866889479548,0.0009746417663565321,0.0016217621351501954,0.0015975919471941102,0.000260426701811145,0.00027727524278486904,0.00021418569901854312,0.00020283320456415677,0.00018282158165605633,0.000166073567697822,0.0001447816738731067,0.00014770201260150273,0.0001632546092790177,0.000202350059423817,0.000234620547567288,0.00028883675027469025,0.0002734211311853363,0.00025768194963105007,0.0002480868237851874,0.00023489712188251577,0.00022198606141354826,0.00020328150210413565,0.00018806646483049416,0.0001774016463350625,0.00015340228451654614,0.00012871778217860008,9.307496641952628e-05,6.524337300473082e-05,4.524815637685364e-05,3.68876919915051e-05,4.642738436777538e-05,6.564062800018533e-05,8.939345557013034e-05,9.499664639511796e-05,9.680976089276871e-05,0.00010252019852285965,0.0001028177953014131,9.97181543637149e-05,0.0001028754952836497,0.00010554267244911042,0.00010478966246763033,0.00012925697032351025,0.00015618460080679686,0.00018169187171079848,0.00018088145860428728,0.00018440669319730318,0.00020250283143607994,0.00025008752270760937,0.0003182090845378349,0.0003853603459188504,0.000400305642640264,0.00037693998540433427,0.00033216372814692807,0.00032936844920239405,0.0003249518176116073,0.00034561300810520557,0.0003768528855545572,0.0004207441186417915,0.0004888992590820207,0.0005851926905204863,0.0007102126884662718,0.0008528714365139134,0.0010503305562555854,0.0012813838536602784,0.0015348913620883975,0.0016524360704552876,0.0016940367816176138,0.0017414280205116928,0.0017576640237511043,0.0017660590649399843,0.0017751510947471294,0.0018207280362931844,0.0018765327903311757,0.0017156738347169354
service/front-end/qps(2xx),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001567417207340216,0.0013568589781702833,0.0011695104793828515,0.0009198431369265014,0.0006322665381830461,0.0003422748903578743,0.00022689075227633193,0.00015053760259786664,8.771016925468444e-05,5.036053639961846e-05,2.860990227226967e-05,1.6422717259545472e-05,9.291249521869993e-06,5.194870002167562e-06,3.0144674565413254e-06,2.0558733095921156e-06,1.829180227064242e-06,1.8720149485007553e-06,1.9940071511737045e-06,1.2153641391066117e-05,1.9918956868369975e-06,7.4849655350428534e-06,5.310108868838981e-06,3.4760208026396455e-06,2.1755213048813005e-06,1.305228288672744e-06,7.38253660537147e-07,3.884006811727403e-07,1.878140519773197e-07,8.244651050759444e-08,3.366048273445443e-08,2.653326307555659e-07,8.692083852679389e-08,7.250349987053539e-09,3.270702375601786e-09,4.691710353554868e-10,2.5418526172771294e-09,1.6049384043981263e-12,7.781553179597722e-13,7.898126597183364e-13,7.395195567028168e-13,5.928590951498336e-13,4.3642867098014904e-13,3.700373341075647e-13,3.148592497836944e-13,2.958744360626042e-13,2.8610447344590284e-13,3.2218672174622043e-13,2.915445662665661e-13,2.468025783741723e-13,2.646771690706373e-13,3.178568519501823e-13,2.915445662665661e-13,2.7711166694643907e-13,2.9687363678476686e-13,2.965405698773793e-13,2.745581539898012e-13,2.610134330893743e-13,2.580158309228864e-13,2.4846791291111003e-13,2.511324481702104e-13,2.5723867480564877e-13,2.8543833963112775e-13,3.4516833835596117e-13,4.2532644073389747e-13,4.64850380410553e-13,4.674038933671909e-13,4.518607710224387e-13,4.533040609544514e-13,4.5419223937415154e-13,4.559685962135518e-13,4.574118861455645e-13,4.6074255521944e-13,4.625189120588402e-13,4.627409566637652e-13,4.691802502065912e-13,4.760636329592671e-13,4.64184246595778e-13
service/front-end/latency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.792187335593944e-06,3.6574697960256586e-06,3.5794430083280204e-06,3.5518585942417857e-06,3.2527684749039665e-06,2.9265730490113384e-06,2.757886000015475e-06,2.7103641975223525e-06,3.0036781163422788e-06,3.5702286729222266e-06,4.715733794902199e-06,6.807951859255645e-06,9.229636311669509e-06,1.1298330117037736e-05,1.295262983380674e-05,1.4227714219439136e-05,1.5295676093818322e-05,1.608812881925825e-05,1.660287748139755e-05,1.6762506250600495e-05,1.6696098093849088e-05,1.6334625862368668e-05,1.5842322319548074e-05,1.5145554203122025e-05,1.4430365804729561e-05,1.340702708896302e-05,1.2727851401050927e-05,1.1897968615670607e-05,1.1152625568500163e-05,1.0217939880652338e-05,9.46346427255218e-06,8.810232110745275e-06,8.213569068993287e-06,7.486007097989855e-06,7.0169937959052575e-06,6.69180720913598e-06,6.740070897959249e-06,6.982733870231073e-06,7.382194063487724e-06,7.832528018725249e-06,8.166027401945719e-06,8.158005040281857e-06,7.625889988593926e-06,6.788828910253564e-06,5.964885427256483e-06,5.167084357604601e-06,4.2865129665781154e-06,3.402440928002015e-06,2.57291340410859e-06,2.104130698343809e-06,1.9358030930449743e-06,2.4050594399360747e-06,4.416846776322814e-06,8.312415573308307e-06,1.4395616015905333e-05,2.209132669306335e-05,3.192303120846951e-05,4.325943738692217e-05,6.195307052170307e-05,8.681610540162144e-05,0.00011558440326353558,0.00013380884996427866,0.00013828343081268013,0.00012773244320096744,0.00011818916376649113,0.00011763341414183781,0.00013376345632998277,0.00012517604598016874,0.00011171751396954477,0.00012215047441010984,0.00012767665604940248,0.00011752958870947516,0.0001405147359309078,0.00015428343891787932,0.00018617955895261495,0.00021281466907707713,0.00022384600583602587,0.00034526531807144156
service/orders/qps(2xx),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
service/orders/latency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
service/payment/qps(2xx),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
service/payment/latency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021455968151196103,0.00024113128486913382,0.0002409873283776287,0.00026426919273880856,0.00028462166131537625,0.0003073123188396254,0.00032194071746438624,0.0003361340065891616,0.0003562474954978967,0.0003826328182431338,0.0004014199541533259,0.0004305566085531787,0.00048343001558293075,0.0005001518699785379,0.0005346174193425757,0.0005829757398073676,0.0006481922439747212,0.0007301969817161691,0.0007726104505918485,0.0008517846641761251,0.0008478586003436428,0.0008354056286472566,0.0008024763122128631,0.0007883960559172953,0.0007593121793377788,0.0007346809332992033,0.0006781648006994878,0.0006532169216401096,0.0006244027519657358,0.0005919467897829156,0.0006087735460317267,0.0006381340613432762,0.0007022940799646937,0.0006639532398301506,0.0006709157996590553,0.0006528494396554896,0.0007111600855005396,0.000730619409719746,0.0007503941734595676,0.000792026909367971,0.0007933670852541264,0.0008668076421100013,0.0009596621503003,0.0010747760880178703,0.0012033501958307324,0.0013363844786420387,0.001534259293272111,0.0016975927125179036,0.0017644417010220792,0.0017195398026946807,0.0017390025529678832,0.0017130259071885812,0.0015874302577931765,0.0013242489105131927,0.001084503213950927,0.0009372611012450349,0.0007481007419117836,0.0005248272288563838,0.0003692872405420822,0.0002851189423324074,0.00020957557977141494,0.00014100993681520624,0.00014367029066375547,0.00015758995975523327,0.00021828790922961971,0.00027760572781809767,0.0003495450135091449,0.00041620583084567286,0.0004721716273947685,0.0005030108819000789,0.0004879970386076904,0.000563914809309285,0.0006547432813647225,0.0007525096911858986,0.0008745534110207176,0.0010317016999753514,0.0012608242007746684,0.0014299399086906694
